reading_id,meter_id,reading_date,counter_liters,previous_counter_liters,interval_days,run_id,interval_status,consumption_liters
M-0012:2026-07-18,M-0012,2026-07-18,274950,274697,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,253
M-0012:2026-07-19,M-0012,2026-07-19,275197,274950,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,247
M-0012:2026-07-20,M-0012,2026-07-20,275495,275197,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,298
M-0012:2026-07-21,M-0012,2026-07-21,275702,275495,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,207
M-0012:2026-07-22,M-0012,2026-07-22,275951,275702,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,249
M-0012:2026-07-23,M-0012,2026-07-23,276192,275951,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,241
M-0012:2026-07-24,M-0012,2026-07-24,276462,276192,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,270
M-0012:2026-07-25,M-0012,2026-07-25,276712,276462,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,250
M-0012:2026-07-26,M-0012,2026-07-26,277004,276712,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,292
M-0012:2026-07-27,M-0012,2026-07-27,277212,277004,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,208
M-0012:2026-07-28,M-0012,2026-07-28,277421,277212,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,209
M-0012:2026-07-29,M-0012,2026-07-29,277683,277421,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,262
M-0012:2026-07-30,M-0012,2026-07-30,277890,277683,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,207
M-0012:2026-07-31,M-0012,2026-07-31,278118,277890,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,228
M-0012:2026-08-01,M-0012,2026-08-01,278382,278118,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,264
M-0012:2026-08-02,M-0012,2026-08-02,278638,278382,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,256
M-0012:2026-08-03,M-0012,2026-08-03,278871,278638,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,233
M-0012:2026-08-04,M-0012,2026-08-04,279172,278871,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,301
M-0012:2026-08-05,M-0012,2026-08-05,279426,279172,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,254
M-0012:2026-08-06,M-0012,2026-08-06,279672,279426,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,246
M-0012:2026-08-07,M-0012,2026-08-07,279934,279672,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,262
M-0012:2026-08-08,M-0012,2026-08-08,280145,279934,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,211
M-0012:2026-08-09,M-0012,2026-08-09,280416,280145,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,271
M-0012:2026-08-10,M-0012,2026-08-10,280702,280416,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,286
M-0012:2026-08-11,M-0012,2026-08-11,280968,280702,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,266
M-0012:2026-08-12,M-0012,2026-08-12,281246,280968,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,278
M-0012:2026-08-13,M-0012,2026-08-13,281519,281246,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,273
M-0012:2026-08-14,M-0012,2026-08-14,281741,281519,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,222
M-0012:2026-08-15,M-0012,2026-08-15,281987,281741,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,246
M-0012:2026-08-16,M-0012,2026-08-16,282211,281987,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,224
M-0012:2026-08-17,M-0012,2026-08-17,282446,282211,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,235
M-0012:2026-08-18,M-0012,2026-08-18,282692,282446,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,246
M-0012:2026-08-19,M-0012,2026-08-19,282935,282692,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,243
M-0012:2026-08-20,M-0012,2026-08-20,283145,282935,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,210
M-0012:2026-08-21,M-0012,2026-08-21,283389,283145,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,244
M-0012:2026-08-22,M-0012,2026-08-22,283657,283389,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,268
M-0012:2026-08-23,M-0012,2026-08-23,283895,283657,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,238
M-0012:2026-08-24,M-0012,2026-08-24,284111,283895,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,216
M-0012:2026-08-25,M-0012,2026-08-25,284404,284111,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,293
M-0012:2026-08-27,M-0012,2026-08-27,284896,284404,2,46d82b79-61cd-4884-bc2b-56551067447a,gap,
M-0012:2026-08-28,M-0012,2026-08-28,285106,284896,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,210
M-0012:2026-08-29,M-0012,2026-08-29,285316,285106,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,210
M-0024:2026-06-01,M-0024,2026-06-01,277941,,,46d82b79-61cd-4884-bc2b-56551067447a,initial,
M-0024:2026-06-02,M-0024,2026-06-02,278120,277941,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,179
M-0024:2026-06-03,M-0024,2026-06-03,278306,278120,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,186
M-0024:2026-06-04,M-0024,2026-06-04,278468,278306,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,162
M-0024:2026-06-05,M-0024,2026-06-05,278659,278468,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,191
M-0024:2026-06-06,M-0024,2026-06-06,278809,278659,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,150
M-0024:2026-06-07,M-0024,2026-06-07,278991,278809,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,182
M-0024:2026-06-08,M-0024,2026-06-08,279126,278991,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,135
M-0024:2026-06-09,M-0024,2026-06-09,279294,279126,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,168
M-0024:2026-06-10,M-0024,2026-06-10,279453,279294,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,159
M-0024:2026-06-11,M-0024,2026-06-11,279629,279453,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,176
M-0024:2026-06-12,M-0024,2026-06-12,279808,279629,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,179
M-0024:2026-06-13,M-0024,2026-06-13,279984,279808,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,176
M-0024:2026-06-14,M-0024,2026-06-14,280151,279984,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,167
M-0024:2026-06-15,M-0024,2026-06-15,280318,280151,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,167
M-0024:2026-06-16,M-0024,2026-06-16,280453,280318,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,135
M-0024:2026-06-17,M-0024,2026-06-17,280624,280453,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,171
M-0024:2026-06-18,M-0024,2026-06-18,280759,280624,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,135
M-0024:2026-06-19,M-0024,2026-06-19,280929,280759,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,170
M-0024:2026-06-20,M-0024,2026-06-20,281082,280929,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,153
M-0024:2026-06-21,M-0024,2026-06-21,281282,281082,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,200
M-0024:2026-06-22,M-0024,2026-06-22,281418,281282,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,136
M-0024:2026-06-23,M-0024,2026-06-23,281607,281418,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,189
M-0024:2026-06-24,M-0024,2026-06-24,281787,281607,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,180
M-0024:2026-06-25,M-0024,2026-06-25,281976,281787,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,189
M-0024:2026-06-26,M-0024,2026-06-26,282172,281976,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,196
M-0024:2026-06-27,M-0024,2026-06-27,282314,282172,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,142
M-0024:2026-06-28,M-0024,2026-06-28,282455,282314,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,141
M-0024:2026-06-29,M-0024,2026-06-29,282599,282455,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,144
M-0024:2026-06-30,M-0024,2026-06-30,282746,282599,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,147
M-0024:2026-07-01,M-0024,2026-07-01,282916,282746,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,170
M-0024:2026-07-02,M-0024,2026-07-02,283105,282916,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,189
M-0024:2026-07-03,M-0024,2026-07-03,283257,283105,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,152
M-0024:2026-07-04,M-0024,2026-07-04,283418,283257,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,161
M-0024:2026-07-05,M-0024,2026-07-05,283577,283418,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,159
M-0024:2026-07-06,M-0024,2026-07-06,283739,283577,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,162
M-0024:2026-07-07,M-0024,2026-07-07,283911,283739,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,172
M-0024:2026-07-08,M-0024,2026-07-08,284112,283911,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,201
M-0024:2026-07-09,M-0024,2026-07-09,284262,284112,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,150
M-0024:2026-07-10,M-0024,2026-07-10,284442,284262,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,180
M-0024:2026-07-11,M-0024,2026-07-11,284633,284442,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,191
M-0024:2026-07-12,M-0024,2026-07-12,284811,284633,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,178
M-0024:2026-07-13,M-0024,2026-07-13,285003,284811,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,192
M-0024:2026-07-14,M-0024,2026-07-14,285188,285003,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,185
M-0024:2026-07-15,M-0024,2026-07-15,285329,285188,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,141
M-0024:2026-07-16,M-0024,2026-07-16,285489,285329,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,160
M-0024:2026-07-17,M-0024,2026-07-17,285661,285489,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,172
M-0024:2026-07-18,M-0024,2026-07-18,285799,285661,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,138
M-0024:2026-07-19,M-0024,2026-07-19,285934,285799,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,135
M-0024:2026-07-20,M-0024,2026-07-20,286080,285934,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,146
M-0024:2026-07-21,M-0024,2026-07-21,286248,286080,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,168
M-0024:2026-07-22,M-0024,2026-07-22,286412,286248,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,164
M-0024:2026-07-23,M-0024,2026-07-23,286599,286412,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,187
M-0024:2026-07-24,M-0024,2026-07-24,286771,286599,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,172
M-0024:2026-07-25,M-0024,2026-07-25,286963,286771,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,192
M-0024:2026-07-26,M-0024,2026-07-26,287104,286963,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,141
M-0024:2026-07-27,M-0024,2026-07-27,287274,287104,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,170
M-0024:2026-07-28,M-0024,2026-07-28,287411,287274,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,137
M-0024:2026-07-29,M-0024,2026-07-29,287560,287411,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,149
M-0024:2026-07-30,M-0024,2026-07-30,287753,287560,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,193
M-0024:2026-07-31,M-0024,2026-07-31,287947,287753,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,194
M-0024:2026-08-01,M-0024,2026-08-01,288113,287947,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,166
M-0024:2026-08-02,M-0024,2026-08-02,288251,288113,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,138
M-0024:2026-08-03,M-0024,2026-08-03,288390,288251,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,139
M-0024:2026-08-04,M-0024,2026-08-04,288587,288390,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,197
M-0024:2026-08-05,M-0024,2026-08-05,288782,288587,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,195
M-0024:2026-08-06,M-0024,2026-08-06,288954,288782,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,172
M-0024:2026-08-07,M-0024,2026-08-07,289091,288954,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,137
M-0024:2026-08-08,M-0024,2026-08-08,289288,289091,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,197
M-0024:2026-08-09,M-0024,2026-08-09,289444,289288,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,156
M-0024:2026-08-10,M-0024,2026-08-10,289643,289444,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,199
M-0024:2026-08-11,M-0024,2026-08-11,289817,289643,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,174
M-0024:2026-08-12,M-0024,2026-08-12,290002,289817,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,185
M-0024:2026-08-13,M-0024,2026-08-13,290184,290002,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,182
M-0024:2026-08-14,M-0024,2026-08-14,290345,290184,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,161
M-0024:2026-08-15,M-0024,2026-08-15,290485,290345,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,140
M-0024:2026-08-16,M-0024,2026-08-16,290630,290485,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,145
M-0024:2026-08-17,M-0024,2026-08-17,290781,290630,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,151
M-0024:2026-08-18,M-0024,2026-08-18,290971,290781,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,190
M-0024:2026-08-19,M-0024,2026-08-19,291132,290971,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,161
M-0024:2026-08-20,M-0024,2026-08-20,291327,291132,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,195
M-0024:2026-08-21,M-0024,2026-08-21,292112,291327,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,785
M-0024:2026-08-22,M-0024,2026-08-22,292297,292112,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,185
M-0024:2026-08-23,M-0024,2026-08-23,292441,292297,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,144
M-0024:2026-08-24,M-0024,2026-08-24,292642,292441,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,201
M-0024:2026-08-25,M-0024,2026-08-25,292825,292642,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,183
M-0024:2026-08-26,M-0024,2026-08-26,292993,292825,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,168
M-0024:2026-08-27,M-0024,2026-08-27,293193,292993,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,200
M-0024:2026-08-28,M-0024,2026-08-28,293331,293193,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,138
M-0024:2026-08-29,M-0024,2026-08-29,293495,293331,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,164
M-0033:2026-06-01,M-0033,2026-06-01,336828,,,46d82b79-61cd-4884-bc2b-56551067447a,initial,
M-0033:2026-06-02,M-0033,2026-06-02,337012,336828,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,184
M-0033:2026-06-03,M-0033,2026-06-03,337249,337012,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,237
M-0033:2026-06-04,M-0033,2026-06-04,337491,337249,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,242
M-0033:2026-06-05,M-0033,2026-06-05,337665,337491,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,174
M-0033:2026-06-06,M-0033,2026-06-06,337846,337665,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,181
M-0033:2026-06-07,M-0033,2026-06-07,338074,337846,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,228
M-0033:2026-06-08,M-0033,2026-06-08,338255,338074,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,181
M-0033:2026-06-09,M-0033,2026-06-09,338433,338255,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,178
M-0033:2026-06-10,M-0033,2026-06-10,338646,338433,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,213
M-0033:2026-06-11,M-0033,2026-06-11,338846,338646,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,200
M-0033:2026-06-12,M-0033,2026-06-12,339021,338846,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,175
M-0033:2026-06-13,M-0033,2026-06-13,339249,339021,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,228
M-0033:2026-06-14,M-0033,2026-06-14,339474,339249,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,225
M-0033:2026-06-15,M-0033,2026-06-15,339692,339474,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,218
M-0033:2026-06-16,M-0033,2026-06-16,339889,339692,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,197
M-0033:2026-06-17,M-0033,2026-06-17,340085,339889,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,196
M-0033:2026-06-18,M-0033,2026-06-18,340336,340085,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,251
M-0033:2026-06-19,M-0033,2026-06-19,340567,340336,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,231
M-0033:2026-06-20,M-0033,2026-06-20,340773,340567,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,206
M-0033:2026-06-21,M-0033,2026-06-21,340996,340773,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,223
M-0033:2026-06-22,M-0033,2026-06-22,341206,340996,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,210
M-0033:2026-06-23,M-0033,2026-06-23,341402,341206,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,196
M-0033:2026-06-24,M-0033,2026-06-24,341630,341402,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,228
M-0033:2026-06-25,M-0033,2026-06-25,341846,341630,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,216
M-0033:2026-06-26,M-0033,2026-06-26,342090,341846,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,244
M-0033:2026-06-27,M-0033,2026-06-27,342311,342090,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,221
M-0033:2026-06-28,M-0033,2026-06-28,342510,342311,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,199
M-0033:2026-06-29,M-0033,2026-06-29,342735,342510,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,225
M-0033:2026-06-30,M-0033,2026-06-30,342973,342735,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,238
M-0033:2026-07-01,M-0033,2026-07-01,343174,342973,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,201
M-0033:2026-07-02,M-0033,2026-07-02,343405,343174,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,231
M-0033:2026-07-03,M-0033,2026-07-03,343599,343405,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,194
M-0033:2026-07-04,M-0033,2026-07-04,343783,343599,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,184
M-0033:2026-07-05,M-0033,2026-07-05,343952,343783,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,169
M-0033:2026-07-06,M-0033,2026-07-06,344180,343952,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,228
M-0033:2026-07-07,M-0033,2026-07-07,344397,344180,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,217
M-0033:2026-07-08,M-0033,2026-07-08,344638,344397,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,241
M-0033:2026-07-09,M-0033,2026-07-09,344872,344638,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,234
M-0033:2026-07-10,M-0033,2026-07-10,345089,344872,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,217
M-0033:2026-07-11,M-0033,2026-07-11,345273,345089,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,184
M-0033:2026-07-12,M-0033,2026-07-12,345469,345273,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,196
M-0033:2026-07-13,M-0033,2026-07-13,345706,345469,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,237
M-0033:2026-07-14,M-0033,2026-07-14,345926,345706,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,220
M-0033:2026-07-15,M-0033,2026-07-15,346149,345926,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,223
M-0033:2026-07-16,M-0033,2026-07-16,346327,346149,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,178
M-0033:2026-07-17,M-0033,2026-07-17,346538,346327,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,211
M-0033:2026-07-18,M-0033,2026-07-18,346735,346538,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,197
M-0033:2026-07-19,M-0033,2026-07-19,346910,346735,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,175
M-0033:2026-07-20,M-0033,2026-07-20,347108,346910,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,198
M-0033:2026-07-21,M-0033,2026-07-21,347304,347108,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,196
M-0033:2026-07-22,M-0033,2026-07-22,347526,347304,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,222
M-0033:2026-07-23,M-0033,2026-07-23,347776,347526,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,250
M-0033:2026-07-24,M-0033,2026-07-24,348014,347776,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,238
M-0033:2026-07-25,M-0033,2026-07-25,348239,348014,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,225
M-0033:2026-07-26,M-0033,2026-07-26,348469,348239,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,230
M-0033:2026-07-27,M-0033,2026-07-27,348666,348469,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,197
M-0033:2026-07-28,M-0033,2026-07-28,348836,348666,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,170
M-0033:2026-07-29,M-0033,2026-07-29,349022,348836,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,186
M-0033:2026-07-30,M-0033,2026-07-30,349249,349022,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,227
M-0033:2026-07-31,M-0033,2026-07-31,349447,349249,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,198
M-0033:2026-08-01,M-0033,2026-08-01,349682,349447,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,235
M-0033:2026-08-02,M-0033,2026-08-02,349912,349682,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,230
M-0033:2026-08-03,M-0033,2026-08-03,350085,349912,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,173
M-0033:2026-08-04,M-0033,2026-08-04,350291,350085,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,206
M-0033:2026-08-05,M-0033,2026-08-05,350495,350291,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,204
M-0033:2026-08-06,M-0033,2026-08-06,350678,350495,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,183
M-0033:2026-08-07,M-0033,2026-08-07,350882,350678,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,204
M-0033:2026-08-08,M-0033,2026-08-08,351125,350882,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,243
M-0033:2026-08-09,M-0033,2026-08-09,351323,351125,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,198
M-0033:2026-08-10,M-0033,2026-08-10,351523,351323,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,200
M-0033:2026-08-11,M-0033,2026-08-11,351762,351523,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,239
M-0033:2026-08-12,M-0033,2026-08-12,351997,351762,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,235
M-0033:2026-08-13,M-0033,2026-08-13,352215,351997,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,218
M-0033:2026-08-14,M-0033,2026-08-14,352448,352215,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,233
M-0033:2026-08-15,M-0033,2026-08-15,352636,352448,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,188
M-0033:2026-08-16,M-0033,2026-08-16,352843,352636,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,207
M-0033:2026-08-17,M-0033,2026-08-17,353079,352843,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,236
M-0033:2026-08-18,M-0033,2026-08-18,353251,353079,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,172
M-0033:2026-08-19,M-0033,2026-08-19,353421,353251,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,170
M-0033:2026-08-20,M-0033,2026-08-20,353612,353421,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,191
M-0033:2026-08-21,M-0033,2026-08-21,353790,353612,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,178
M-0033:2026-08-22,M-0033,2026-08-22,353988,353790,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,198
M-0033:2026-08-23,M-0033,2026-08-23,354232,353988,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,244
M-0033:2026-08-24,M-0033,2026-08-24,354414,354232,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,182
M-0033:2026-08-25,M-0033,2026-08-25,354589,354414,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,175
M-0033:2026-08-26,M-0033,2026-08-26,354837,354589,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,248
M-0033:2026-08-27,M-0033,2026-08-27,355088,354837,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,251
M-0033:2026-08-28,M-0033,2026-08-28,355285,355088,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,197
M-0033:2026-08-29,M-0033,2026-08-29,355537,355285,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,252
M-0044:2026-06-01,M-0044,2026-06-01,833561,,,46d82b79-61cd-4884-bc2b-56551067447a,initial,
M-0044:2026-06-02,M-0044,2026-06-02,834007,833561,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,446
M-0044:2026-06-03,M-0044,2026-06-03,834385,834007,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,378
M-0044:2026-06-04,M-0044,2026-06-04,834730,834385,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,345
M-0044:2026-06-05,M-0044,2026-06-05,835119,834730,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,389
M-0044:2026-06-06,M-0044,2026-06-06,835472,835119,1,46d82b79-61cd-4884-bc2b-56551067447a,valid,353
